Provincia,Codice Istat,Comune,Zona,Residenti 2008,Superficie (ha)
CO,13236,VELESO,C,279,594
CO,13239,VERCANA,C,759,1467
CO,13246,ZELBIO,C,216,452
CR,19006,BONEMERSE,A,1453,588
CR,19026,CASTELVERDE,A,5597,3096
CR,19036,CREMONA,A,72248,7029
CR,19041,DOVERA,A,3943,2054
CR,19046,GADESCO PIEVE DELMONA,A,1992,1717
CR,19048,GERRE DE' CAPRIOLI,A,1333,838
CR,19056,MALAGNINO,A,1402,1083
CR,19068,PERSICO DOSIMO,A,3380,2060
CR,19084,RIVOLTA D'ADDA,A,7950,2998
CR,19095,SESTO ED UNITI,A,2967,2642
CR,19100,SPINADESCO,A,1592,1738
CR,19001,ACQUANEGRA CREMONESE,B,1290,923
CR,19002,AGNADELLO,B,3719,1217
CR,19003,ANNICCO,B,2093,1929
CR,19004,AZZANELLO,B,727,1112
CR,19005,BAGNOLO CREMASCO,B,4837,1038
CR,19007,BORDOLANO,B,599,819
CR,19008,CA' D'ANDREA,B,495,1713
CR,19009,CALVATONE,B,1282,1354
CR,19010,CAMISANO,B,1332,1082
CR,19011,CAMPAGNOLA CREMASCA,B,692,463
CR,19012,CAPERGNANICA,B,2057,681
CR,19013,CAPPELLA CANTONE,B,579,1317
CR,19014,CAPPELLA DE' PICENARDI,B,437,1407
CR,19015,CAPRALBA,B,2465,1342
CR,19016,CASALBUTTANO ED UNITI,B,4112,2318
CR,19017,CASALE CREMASCO-VIDOLASCO,B,1837,903
CR,19018,CASALETTO CEREDANO,B,1165,656
CR,19019,CASALETTO DI SOPRA,B,548,858
CR,19020,CASALETTO VAPRIO,B,1765,545
CR,19021,CASALMAGGIORE,B,14930,6424
CR,19022,CASALMORANO,B,1681,1214
CR,19024,CASTEL GABBIANO,B,473,580
CR,19023,CASTELDIDONE,B,580,1080
CR,19025,CASTELLEONE,B,9610,4503
CR,19027,CASTELVISCONTI,B,347,989
CR,19028,CELLA DATI,B,548,1918
CR,19029,CHIEVE,B,2217,634
CR,19030,CICOGNOLO,B,938,695
CR,19031,CINGIA DE' BOTTI,B,1329,1437
CR,19032,CORTE DE' CORTESI CON CIGNONE,B,1125,1279
CR,19033,CORTE DE' FRATI,B,1446,2021
CR,19034,CREDERA RUBBIANO,B,1641,1427
CR,19035,CREMA,B,33982,3459
CR,19037,CREMOSANO,B,1485,579
CR,19038,CROTTA D'ADDA,B,679,1286
CR,19039,CUMIGNANO SUL NAVIGLIO,B,420,660
CR,19040,DEROVERE,B,324,992
CR,19042,DRIZZONA,B,557,1168
CR,19043,FIESCO,B,1166,811
CR,19044,FORMIGARA,B,1158,1279
CR,19045,GABBIONETA BINANUOVA,B,964,1577
CR,19047,GENIVOLTA,B,1201,1868
CR,19049,GOMBITO,B,648,902
CR,19050,GRONTARDO,B,1458,1217
CR,19051,GRUMELLO CREMONESE ED UNITI,B,1938,2227
CR,19052,GUSSOLA,B,2981,2516
CR,19053,ISOLA DOVARESE,B,1224,947
CR,19054,IZANO,B,2054,626
CR,19055,MADIGNANO,B,3029,1076
CR,19057,MARTIGNANA DI PO,B,1788,1447
CR,19058,MONTE CREMASCO,B,2324,236
CR,19059,MONTODINE,B,2578,1088
CR,19060,MOSCAZZANO,B,833,864
CR,19061,MOTTA BALUFFI,B,1011,1680
CR,19062,OFFANENGO,B,5829,1254
CR,19063,OLMENETA,B,972,914
CR,19064,OSTIANO,B,3062,1947
CR,19065,PADERNO PONCHIELLI,B,1499,2393
CR,19066,PALAZZO PIGNANO,B,3888,889
CR,19067,PANDINO,B,9090,2219
CR,19069,PESCAROLO ED UNITI,B,1625,1656
CR,19070,PESSINA CREMONESE,B,700,2213
CR,19071,PIADENA,B,3639,1979
CR,19072,PIANENGO,B,2600,587
CR,19073,PIERANICA,B,1174,276
CR,19074,PIEVE D'OLMI,B,1278,1932
CR,19075,PIEVE SAN GIACOMO,B,1604,1495
CR,19076,PIZZIGHETTONE,B,6743,3196
CR,19077,POZZAGLIO ED UNITI,B,1409,2039
CR,19078,QUINTANO,B,915,284
CR,19079,RICENGO,B,1756,1255
CR,19080,RIPALTA ARPINA,B,1063,689
CR,19081,RIPALTA CREMASCA,B,3368,1187
CR,19082,RIPALTA GUERINA,B,507,296
CR,19083,RIVAROLO DEL RE ED UNITI,B,2076,2730
CR,19085,ROBECCO D'OGLIO,B,2363,1813
CR,19086,ROMANENGO,B,3043,1488
CR,19087,SALVIROLA,B,1169,738
CR,19088,SAN BASSANO,B,2205,1388
CR,19089,SAN DANIELE PO,B,1473,2268
CR,19090,SAN GIOVANNI IN CROCE,B,1904,1619
CR,19091,SAN MARTINO DEL LAGO,B,494,1045
CR,19092,SCANDOLARA RAVARA,B,1516,1709
CR,19093,SCANDOLARA RIPA D'OGLIO,B,635,569
CR,19094,SERGNANO,B,3660,1248
CR,19096,SOLAROLO RAINERIO,B,1035,1139
CR,19097,SONCINO,B,7700,4539
CR,19098,SORESINA,B,9286,2852
CR,19099,SOSPIRO,B,3114,1912
CR,19101,SPINEDA,B,632,1032
CR,19102,SPINO D'ADDA,B,6982,1989
CR,19103,STAGNO LOMBARDO,B,1529,3996
CR,19104,TICENGO,B,443,804
CR,19105,TORLINO VIMERCATI,B,433,568
CR,19106,TORNATA,B,519,1025
CR,19107,TORRE DE' PICENARDI,B,1820,1705
CR,19108,TORRICELLA DEL PIZZO,B,697,2412
CR,19109,TRESCORE CREMASCO,B,2926,589
CR,19110,TRIGOLO,B,1758,1616
CR,19111,VAIANO CREMASCO,B,3900,626
CR,19112,VAILATE,B,4518,979
CR,19113,VESCOVATO,B,3955,1738
CR,19114,VOLONGO,B,566,799
CR,19115,VOLTIDO,B,434,1229
LC,97003,ANNONE DI BRIANZA,A,2302,572
LC,97005,BARZAGO,A,2550,361
LC,97006,BARZANA,A,1726,207
LC,97009,BOSISIO PARINI,A,3470,616
LC,97011,BULCIAGO,A,3012,313
LC,97013,CALOLZIOCORTE,A,14399,904
LC,97016,CASATENOVO,A,12623,1261
LC,97017,CASSAGO BRIANZA,A,4374,355
LC,97019,CASTELLO DI BRIANZA,A,2462,358
LC,97021,CESANA BRIANZA,A,2336,345
LC,97022,CIVATE,A,4019,916
LC,97024,COLLE BRIANZA,A,1735,837
LC,97028,CREMELLA,A,1763,183
LC,97031,DOLZAGO,A,2265,229
LC,97033,ELLO,A,1258,237
LC,97036,GALBIATE,A,8636,1603
LC,97037,GARBAGNATE MONASTERO,A,2420,345
LC,97038,GARLATE,A,2612,350
LC,97042,LECCO,A,47791,4497
LC,97045,MALGRATE,A,4284,189
LC,97049,MISSAGLIA,A,8545,1159
LC,97051,MOLTENO,A,3518,314
LC,97052,MONTE MARENZO,A,1989,308
LC,97053,MONTEVECCHIA,A,2497,582
LC,97054,MONTICELLO BRIANZA,A,4240,462
LC,97056,NIBIONNO,A,3628,351
LC,97057,OGGIONO,A,8773,802
LC,97059,OLGINATE,A,7162,799
LC,97066,PEREGO,A,1729,420
LC,97068,PESCATE,A,2186,223
LC,97072,ROGENO,A,3181,504
LC,97073,ROVAGNATE,A,2940,462
LC,97074,SANTA MARIA HOE',A,2249,276
LC,97075,SIRONE,A,2359,324
LC,97076,SIRTORI,A,2942,428
LC,97078,SUELLO,A,1678,253
LC,97082,VALGREGHENTINO,A,3352,625
LC,97083,VALMADRERA,A,11542,1220
LC,97086,VERCURAGO,A,2872,213
LC,97090,VIGANO',A,1948,160
LC,97002,AIRUNO,AGG MI,2986,426
LC,97010,BRIVIO,AGG MI,4756,798
LC,97012,CALCO,AGG MI,5080,456
LC,97020,CERNUSCO LOMBARDONE,AGG MI,3862,379
LC,97039,IMBERSAGO,AGG MI,2434,317
LC,97044,LOMAGNA,AGG MI,4772,399
LC,97048,MERATE,AGG MI,14874,1107
LC,97058,OLGIATE MOLGORA,AGG MI,6260,715
LC,97061,OSNAGO,AGG MI,4805,444
LC,97062,PADERNO D'ADDA,AGG MI,3929,348
LC,97071,ROBBIATE,AGG MI,5981,463
LC,97087,VERDERIO INFERIORE,AGG MI,2887,388
LC,97088,VERDERIO SUPERIORE,AGG MI,2708,265
LC,97026,COSTA DI SERINA,C,978,1215
LC,97001,ABBADIA LARIANA,C,3256,1680
LC,97004,BALLABIO,C,3937,1496
LC,97007,BARZIO,C,1306,2130
LC,97008,BELLANO,C,3334,1071
LC,97014,CARENNO,C,1520,777
LC,97015,CASARGO,C,865,2028
LC,97018,CASSINA VALSASSINA,C,467,276
LC,97023,COLICO,C,7488,3307
LC,97025,CORTENOVA,C,1301,1139
LC,97027,CRANDOLA VALSASSINA,C,271,893
LC,97029,CREMENO,C,1373,1325
LC,97030,DERVIO,C,2728,1136
LC,97032,DORIO,C,352,1153
LC,97034,ERVE,C,786,619
LC,97035,ESINO LARIO,C,773,1839
LC,97040,INTROBIO,C,1946,2583
LC,97041,INTROZZO,C,123,365
LC,97043,LIERNA,C,2215,1210
LC,97046,MANDELLO DEL LARIO,C,10611,4236
LC,97047,MARGNO,C,370,374
LC,97050,MOGGIO,C,522,1320
LC,97055,MORTERONE,C,38,1364
LC,97060,OLIVETO LARIO,C,1213,1642
LC,97063,PAGNONA,C,415,856
LC,97064,PARLASCO,C,135,287
LC,97065,PASTURO,C,1945,2173
LC,97067,PERLEDO,C,926,1233
LC,97069,PREMANA,C,2294,3357
LC,97070,PRIMALUNA,C,2156,2278
LC,97077,SUEGLIO,C,157,401
LC,97079,TACENO,C,546,362
LC,97080,TORRE DE' BUSI,C,1967,925
LC,97081,TREMENICO,C,192,916
LC,97084,VARENNA,C,824,1240
LC,97085,VENDROGNO,C,324,1144
LC,97089,VESTRENO,C,313,278
LO,98003,BOFFALORA D'ADDA,A,1659,830
LO,98021,CORNEGLIANO LAUDENSE,A,2887,561
LO,98024,CORTE PALASIO,A,1619,1547
LO,98031,LODI,A,44036,4153
LO,98032,LODI VECCHIO,A,7391,1605
LO,98040,MONTANASO LOMBARDO,A,2167,958
LO,98048,SAN MARTINO IN STRADA,A,3647,1317
LO,98056,TAVAZZANO CON VILLAVESCO,A,6057,1626
LO,98001,ABBADIA CERRETO,B,283,616
LO,98002,BERTONICO,B,1156,2057
LO,98004,BORGHETTO LODIGIANO,B,4362,2352
LO,98005,BORGO SAN GIOVANNI,B,2127,758
LO,98006,BREMBIO,B,2701,1685
LO,98007,CAMAIRAGO,B,676,1285
LO,98008,CASALETTO LODIGIANO,B,2614,988
LO,98009,CASALMAIOCCO,B,3085,474
LO,98010,CASALPUSTERLENGO,B,15216,2562
LO,98011,CASELLE LANDI,B,1719,2588
LO,98012,CASELLE LURANI,B,3101,758
LO,98013,CASTELNUOVO BOCCA D'ADDA,B,1701,2022
LO,98014,CASTIGLIONE D'ADDA,B,4926,1310
LO,98015,CASTIRAGA VIDARDO,B,2552,522
LO,98016,CAVACURTA,B,886,706
LO,98017,CAVENAGO D'ADDA,B,2304,1599
LO,98018,CERVIGNANO D'ADDA,B,2003,413
LO,98019,CODOGNO,B,15656,2090
LO,98020,COMAZZO,B,2107,1268
LO,98022,CORNO GIOVINE,B,1197,974
LO,98023,CORNO VECCHIO,B,230,657
LO,98025,CRESPIATICA,B,2072,709
LO,98026,FOMBIO,B,2244,748
LO,98027,GALGAGNANO,B,1202,601
LO,98028,GRAFFIGNANA,B,2675,1074
LO,98029,GUARDAMIGLIO,B,2707,1044
LO,98030,LIVRAGA,B,2610,1221
LO,98033,MACCASTORNA,B,67,574
LO,98034,MAIRAGO,B,1395,1139
LO,98035,MALEO,B,3294,2011
LO,98036,MARUDO,B,1542,423
LO,98037,MASSALENGO,B,4141,857
LO,98038,MELETI,B,467,739
LO,98039,MERLINO,B,1768,1092
LO,98041,MULAZZANO,B,5725,1557
LO,98042,ORIO LITTA,B,2019,984
LO,98043,OSPEDALETTO LODIGIANO,B,1887,845
LO,98044,OSSAGO LODIGIANO,B,1438,1180
LO,98045,PIEVE FISSIRAGA,B,1654,1219
LO,98047,SAN FIORANO,B,1788,897
LO,98049,SAN ROCCO AL PORTO,B,3582,3062
LO,98050,SANT'ANGELO LODIGIANO,B,13324,1999
LO,98051,SANTO STEFANO LODIGIANO,B,1934,1066
LO,98052,SECUGNAGO,B,2048,670
LO,98053,SENNA LODIGIANA,B,2088,2712
LO,98054,SOMAGLIA,B,3610,2071
LO,98055,SORDIO,B,3106,290
LO,98057,TERRANOVA DEI PASSERINI,B,886,1122
LO,98058,TURANO LODIGIANO,B,1572,1619
LO,98059,VALERA FRATTA,B,1661,812
LO,98060,VILLANOVA DEL SILLARO,B,1809,1387
LO,98061,ZELO BUON PERSICO,B,6788,1869
LO,98046,SALO',C,10707,2600
MB,108002,AICURZIO,A,2070,246
MB,108003,ALBIATE,A,6153,290
MB,108006,BELLUSCO,A,7156,660
MB,108008,BESANA IN BRIANZA,A,15459,1574
MB,108009,BIASSONO,A,11776,479
MB,108011,BRIOSCO,A,5870,669
MB,108013,BURAGO DI MOLGORA,A,4269,345
MB,108051,BUSNAGO,A,6243,586
MB,108014,CAMPARADA,A,2104,162
MB,108017,CAVENAGO DI BRIANZA,A,6767,441
MB,108018,CERIANO LAGHETTO,A,6292,709
MB,108020,COGLIATE,A,8287,703
MB,108053,CORNATE D'ADDA,A,10216,1414
MB,108022,CORREZZANA,A,2519,252
MB,108025,LAZZATE,A,7573,515
MB,108026,LESMO,A,7874,502
MB,108029,MACHERIO,A,7125,328
MB,108031,MEZZAGO,A,4099,373
MB,108032,MISINTO,A,4985,530
MB,108036,ORNAGO,A,4520,578
MB,108037,RENATE,A,4186,289
MB,108055,RONCELLO,A,3759,314
MB,108041,SOVICO,A,8071,325
MB,108042,SULBIATE,A,3877,520
MB,108043,TRIUGGIO,A,8246,839
MB,108047,VEDUGGIO CON COLZANO,A,4463,348
MB,108001,AGRATE BRIANZA,AGG MI,14962,1125
MB,108004,ARCORE,AGG MI,17636,938
MB,108005,BARLASSINA,AGG MI,6859,275
MB,108007,BERNAREGGIO,AGG MI,10195,589
MB,108010,BOVISIO MASCIAGO,AGG MI,16657,500
MB,108012,BRUGHERIO,AGG MI,33119,1028
MB,108052,CAPONAGO,AGG MI,5201,504
MB,108015,CARATE BRIANZA,AGG MI,17867,995
MB,108016,CARNATE,AGG MI,7324,353
MB,108019,CESANO MADERNO,AGG MI,36889,1144
MB,108021,CONCOREZZO,AGG MI,15178,843
MB,108023,DESIO,AGG MI,40312,1467
MB,108024,GIUSSANO,AGG MI,24363,1019
MB,108054,LENTATE SUL SEVESO,AGG MI,15432,1416
MB,108027,LIMBIATE,AGG MI,34630,1234
MB,108028,LISSONE,AGG MI,41381,933
MB,108030,MEDA,AGG MI,23044,832
MB,108033,MONZA,AGG MI,121545,3308
MB,108034,MUGGIO',AGG MI,23362,549
MB,108035,NOVA MILANESE,AGG MI,23162,587
MB,108038,RONCO BRIANTINO,AGG MI,3405,298
MB,108039,SEREGNO,AGG MI,42818,1286
MB,108040,SEVESO,AGG MI,22412,738
MB,108044,USMATE VELATE,AGG MI,9893,966
MB,108045,VAREDO,AGG MI,12906,487
MB,108046,VEDANO AL LAMBRO,AGG MI,7737,198
MB,108048,VERANO BRIANZA,AGG MI,9290,351
MB,108049,VILLASANTA,AGG MI,13530,484
MB,108050,VIMERCATE,AGG MI,25643,2062
MI,15002,ABBIATEGRASSO,A,31578,4677
MI,15005,ALBAIRATE,A,4663,1499
MI,15007,ARCONATE,A,6406,835
MI,15010,ARLUNO,A,11444,1239
MI,15012,BAREGGIO,A,17180,1125
MI,15014,BASIANO,A,3686,458
MI,15015,BASIGLIO,A,8090,853
MI,15016,BELLINZAGO LOMBARDO,A,3851,455
MI,15019,BERNATE TICINO,A,3117,1213
MI,15026,BOFFALORA SOPRA TICINO,A,4258,746
MI,15038,BUSCATE,A,4758,776
MI,15040,BUSSERO,A,8549,456
MI,15041,BUSTO GAROLFO,A,13300,1226
MI,15044,CAMBIAGO,A,6379,733
MI,15058,CASOREZZO,A,5345,661
MI,15059,CASSANO D'ADDA,A,18697,1826
MI,15060,CASSINA DE' PECCHI,A,13023,707
MI,15061,CASSINETTA DI LUGAGNANO,A,1883,334
MI,15062,CASTANO PRIMO,A,10903,1910
MI,15078,CISLIANO,A,3870,1467
MI,15085,CORBETTA,A,16889,1874
MI,15087,CORNAREDO,A,20447,1107
MI,15096,CUGGIONO,A,8132,1486
MI,15097,CUSAGO,A,3443,1157
MI,15099,DAIRAGO,A,5602,621
MI,15103,GAGGIANO,A,9011,2664
MI,15106,GESSATE,A,8479,778
MI,15108,GORGONZOLA,A,19312,1065
MI,15110,GREZZAGO,A,2764,243
MI,15113,INVERUNO,A,8657,1219
MI,15114,INZAGO,A,10287,1214
MI,15122,LISCATE,A,4009,938
MI,15125,LOCATE TRIULZI,A,9477,1235
MI,15130,MAGENTA,A,23520,2184
MI,15131,MAGNAGO,A,8946,1129
MI,15134,MARCALLO CON CASONE,A,5903,813
MI,15136,MASATE,A,3279,437
MI,15139,MEDIGLIA,A,12075,2196
MI,15142,MELZO,A,18373,962
MI,15144,MESERO,A,3860,570
MI,15155,NOSATE,A,697,501
MI,15164,OSSONA,A,4101,602
MI,15167,PANTIGLIATE,A,5872,571
MI,15172,PESSANO CON BORNAGO,A,9128,664
MI,15173,PIEVE EMANUELE,A,15219,1306
MI,15177,POZZO D'ADDA,A,5360,422
MI,15178,POZZUOLO MARTESANA,A,7940,1236
MI,15179,PREGNANA MILANESE,A,6824,492
MI,15183,ROBECCHETTO CON INDUNO,A,4890,1397
MI,15184,ROBECCO SUL NAVIGLIO,A,6811,2042
MI,15185,RODANO,A,4365,1290
MI,15195,SAN GIULIANO MILANESE,A,36448,3060
MI,15200,SANTO STEFANO TICINO,A,4564,503
MI,15204,SEDRIANO,A,11166,780
MI,15210,SETTALA,A,7370,1748
MI,15213,SOLARO,A,14041,662
MI,15219,TREZZANO ROSA,A,4765,344
MI,15220,TREZZANO SUL NAVIGLIO,A,19084,1080
MI,15221,TREZZO SULL'ADDA,A,12307,1297
MI,15224,TRUCCAZZANO,A,5940,2219
MI,15226,TURBIGO,A,7423,854
MI,15249,VANZAGHELLO,A,5256,554
MI,15229,VANZAGO,A,8700,613
MI,15230,VAPRIO D'ADDA,A,7712,714
MI,15235,VERMEZZO,A,3854,613
MI,15237,VIGNATE,A,8867,867
MI,15248,VILLA CORTESE,A,6220,356
MI,15243,VITTUONE,A,9013,597
MI,15247,ZIBIDO SAN GIACOMO,A,6663,2459
MI,15009,ARESE,AGG MI,19496,657
MI,15011,ASSAGO,AGG MI,8109,820
MI,15250,BARANZATE,AGG MI,11444,277
MI,15027,BOLLATE,AGG MI,36530,1312
MI,15032,BRESSO,AGG MI,26284,338
MI,15036,BUCCINASCO,AGG MI,26667,1196
MI,15046,CANEGRATE,AGG MI,12360,553
MI,15051,CARUGATE,AGG MI,14396,537
MI,15070,CERNUSCO SUL NAVIGLIO,AGG MI,30599,1331
MI,15072,CERRO MAGGIORE,AGG MI,14691,1019
MI,15074,CESANO BOSCONE,AGG MI,23776,397
MI,15076,CESATE,AGG MI,13652,571
MI,15077,CINISELLO BALSAMO,AGG MI,73659,1270
MI,15081,COLOGNO MONZESE,AGG MI,47498,847
MI,15086,CORMANO,AGG MI,20076,445
MI,15093,CORSICO,AGG MI,34080,539
MI,15098,CUSANO MILANINO,AGG MI,19447,308
MI,15105,GARBAGNATE MILANESE,AGG MI,26907,890
MI,15116,LAINATE,AGG MI,25159,1280
MI,15118,LEGNANO,AGG MI,58362,1772
MI,15146,MILANO,AGG MI,1307495,18175
MI,15154,NERVIANO,AGG MI,17415,1348
MI,15157,NOVATE MILANESE,AGG MI,20160,549
MI,15159,OPERA,AGG MI,13751,752
MI,15166,PADERNO DUGNANO,AGG MI,47485,1403
MI,15168,PARABIAGO,AGG MI,26607,1411
MI,15170,PERO,AGG MI,10680,501
MI,15171,PESCHIERA BORROMEO,AGG MI,22673,2348
MI,15175,PIOLTELLO,AGG MI,35496,1322
MI,15176,POGLIANO MILANESE,AGG MI,8237,470
MI,15181,RESCALDINA,AGG MI,13942,815
MI,15182,RHO,AGG MI,50591,2242
MI,15189,ROZZANO,AGG MI,41007,1227
MI,15192,SAN DONATO MILANESE,AGG MI,32606,1282
MI,15194,SAN GIORGIO SU LEGNANO,AGG MI,6718,220
MI,15201,SAN VITTORE OLONA,AGG MI,8277,317
MI,15205,SEGRATE,AGG MI,33916,1725
MI,15206,SENAGO,AGG MI,21096,866
MI,15209,SESTO SAN GIOVANNI,AGG MI,81128,1177
MI,15211,SETTIMO MILANESE,AGG MI,19270,1082
MI,15242,VIMODRONE,AGG MI,16239,480
MI,15022,BESATE,B,2028,1261
MI,15024,BINASCO,B,7275,383
MI,15035,BUBBIANO,B,2189,296
MI,15042,CALVIGNASCO,B,1153,185
MI,15050,CARPIANO,B,3750,1722
MI,15055,CASARILE,B,3844,729
MI,15071,CERRO AL LAMBRO,B,4848,1015
MI,15082,COLTURANO,B,1980,421
MI,15101,DRESANO,B,2939,349
MI,15112,GUDO VISCONTI,B,1714,599
MI,15115,LACCHIARELLA,B,8343,2415
MI,15140,MELEGNANO,B,17024,495
MI,15150,MORIMONDO,B,1203,2611
MI,15151,MOTTA VISCONTI,B,7525,1051
MI,15158,NOVIGLIO,B,4386,1560
MI,15165,OZZERO,B,1465,1105
MI,15169,PAULLO,B,10995,898
MI,15188,ROSATE,B,5336,1867
MI,15191,SAN COLOMBANO AL LAMBRO,B,7519,1655
MI,15202,SAN ZENONE AL LAMBRO,B,4126,708
MI,15222,TRIBIANO,B,3215,695
MI,15236,VERNATE,B,3167,1468
MI,15244,VIZZOLO PREDABISSI,B,3968,571
MI,15246,ZELO SURRIGONE,B,1187,444
MN,20003,BAGNOLO SAN VITO,A,5900,4894
MN,20004,BIGARELLO,A,2123,2697
MN,20005,BORGOFORTE,A,3562,3896
MN,20014,CASTEL D'ARIO,A,4903,2254
MN,20016,CASTELLUCCHIO,A,5114,4655
MN,20021,CURTATONE,A,14248,6744
MN,20030,MANTOVA,A,48324,6395
MN,20033,MARMIROLO,A,7734,4218
MN,20045,PORTO MANTOVANO,A,15947,3748
MN,20051,RODIGO,A,5407,4152
MN,20052,RONCOFERRARO,A,7320,6334
MN,20053,ROVERBELLA,A,8536,6344
MN,20057,SAN GIORGIO DI MANTOVA,A,9383,2464
MN,20069,VIRGILIO,A,11300,3136
MN,20001,ACQUANEGRA SUL CHIESE,B,3012,2831
MN,20002,ASOLA,B,10080,7356
MN,20006,BORGOFRANCO SUL PO,B,838,1492
MN,20007,BOZZOLO,B,4170,1884
MN,20008,CANNETO SULL'OGLIO,B,4570,2595
MN,20009,CARBONARA DI PO,B,1355,1568
MN,20010,CASALMORO,B,2265,1385
MN,20011,CASALOLDO,B,2632,1694
MN,20012,CASALROMANO,B,1577,1189
MN,20015,CASTEL GOFFREDO,B,11885,4202
MN,20013,CASTELBELFORTE,B,2976,2232
MN,20017,CASTIGLIONE DELLE STIVIERE,B,22326,4215
MN,20018,CAVRIANA,B,3871,3686
MN,20019,CERESARA,B,2687,3769
MN,20020,COMMESSAGGIO,B,1176,1158
MN,20022,DOSOLO,B,3427,2566
MN,20024,GAZOLDO DEGLI IPPOLITI,B,2981,1295
MN,20025,GAZZUOLO,B,2415,2233
MN,20026,GOITO,B,10243,7889
MN,20027,GONZAGA,B,9294,5040
MN,20028,GUIDIZZOLO,B,6140,2249
MN,20029,MAGNACAVALLO,B,1714,2831
MN,20031,MARCARIA,B,7070,8947
MN,20032,MARIANA MANTOVANA,B,711,882
MN,20034,MEDOLE,B,3947,2596
MN,20035,MOGLIA,B,5967,3187
MN,20036,MONZAMBANO,B,4830,2990
MN,20037,MOTTEGGIANA,B,2580,2481
MN,20038,OSTIGLIA,B,7225,4006
MN,20039,PEGOGNAGA,B,7320,4669
MN,20040,PIEVE DI CORIANO,B,1050,1266
MN,20041,PIUBEGA,B,1773,1641
MN,20042,POGGIO RUSCO,B,6632,4251
MN,20043,POMPONESCO,B,1775,1231
MN,20044,PONTI SUL MINCIO,B,2310,1185
MN,20046,QUINGENTOLE,B,1202,1410
MN,20047,QUISTELLO,B,5873,4568
MN,20048,REDONDESCO,B,1333,1914
MN,20049,REVERE,B,2567,1405
MN,20050,RIVAROLO MANTOVANO,B,2693,2547
MN,20054,SABBIONETA,B,4373,3737
MN,20055,SAN BENEDETTO PO,B,7748,6989
MN,20056,SAN GIACOMO DELLE SEGNATE,B,1770,1664
MN,20058,SAN GIOVANNI DEL DOSSO,B,1353,1512
MN,20059,SAN MARTINO DALL'ARGINE,B,1827,1708
MN,20060,SCHIVENOGLIA,B,1281,1316
MN,20061,SERMIDE E FELONICA,B,7866,8031
MN,20062,SERRAVALLE A PO,B,1672,2612
MN,20063,SOLFERINO,B,2699,1300
MN,20064,SUSTINENTE,B,2232,2682
MN,20065,SUZZARA,B,20343,6089
MN,20066,VIADANA,B,19503,10209
MN,20067,VILLA POMA,B,2053,1428
MN,20068,VILLIMPENTA,B,2264,1498
MN,20070,VOLTA MANTOVANA,B,7329,5021
PV,18015,BORGARELLO,A,2655,489
PV,18030,CARBONARA AL TICINO,A,1552,1553
PV,18046,CERTOSA DI PAVIA,A,4718,1076
PV,18060,CURA CARPIGNANO,A,4064,1094
PV,18086,MARCIGNAGO,A,2464,1023
PV,18092,MEZZANINO,A,1519,1253
PV,18110,PAVIA,A,71184,6287
PV,18135,SAN GENESIO ED UNITI,A,3832,936
PV,18137,SAN MARTINO SICCOMARIO,A,5661,1369
PV,18141,SANT'ALESSIO CON VIALONE,A,765,649
PV,18159,TORRE D'ISOLA,A,2315,1638
PV,18162,TRAVACO' SICCOMARIO,A,4101,1714
PV,18169,VALLE SALIMBENE,A,1486,792
PV,18177,VIGEVANO,A,62956,7909
PV,18001,ALAGNA,B,906,871
PV,18002,ALBAREDO ARNABOLDI,B,202,904
PV,18003,ALBONESE,B,580,428
PV,18004,ALBUZZANO,B,3261,1542
PV,18005,ARENA PO,B,1664,2270
PV,18006,BADIA PAVESE,B,430,504
PV,18008,BARBIANELLO,B,861,1194
PV,18009,BASCAPE',B,1752,1324
PV,18010,BASTIDA DE' DOSSI,B,181,173
PV,18011,BASTIDA PANCARANA,B,1031,1349
PV,18012,BATTUDA,B,584,710
PV,18013,BELGIOIOSO,B,6389,2628
PV,18014,BEREGUARDO,B,2824,1743
PV,18018,BORGO SAN SIRO,B,1114,1769
PV,18019,BORNASCO,B,2562,1288
PV,18020,BOSNASCO,B,650,460
PV,18022,BREME,B,886,1879
PV,18023,BRESSANA BOTTARONE,B,3548,1292
PV,18024,BRONI,B,9581,2105
PV,18025,CALVIGNANO,B,131,681
PV,18026,CAMPOSPINOSO,B,922,351
PV,18027,CANDIA LOMELLINA,B,1693,2751
PV,18029,CANNETO PAVESE,B,1437,581
PV,18031,CASANOVA LONATI,B,483,451
PV,18032,CASATISMA,B,878,548
PV,18033,CASEI GEROLA,B,2568,2460
PV,18034,CASORATE PRIMO,B,8289,953
PV,18035,CASSOLNOVO,B,7045,3201
PV,18036,CASTANA,B,743,527
PV,18037,CASTEGGIO,B,6559,1785
PV,18038,CASTELLETTO DI BRANDUZZO,B,1062,1128
PV,18039,CASTELLO D'AGOGNA,B,1060,1095
PV,18040,CASTELNOVETTO,B,656,1846
PV,18041,CAVA MANARA,B,6578,1780
PV,18043,CERANOVA,B,1765,526
PV,18044,CERETTO LOMELLINA,B,216,730
PV,18045,CERGNAGO,B,759,1346
PV,18047,CERVESINA,B,1205,1248
PV,18048,CHIGNOLO PO,B,4023,2336
PV,18049,CIGOGNOLA,B,1383,789
PV,18050,CILAVEGNA,B,5638,1809
PV,18051,CODEVILLA,B,1010,1295
PV,18052,CONFIENZA,B,1695,2703
PV,18053,COPIANO,B,1750,433
PV,18054,CORANA,B,782,1303
